,0,1,2,3,4
0,0.4195118558717754,0.46529086952528265,0.7870404056656909,0.4015985832746132,0.7944117205820093
1,0.7582183552495184,0.8506690018851231,0.807474927305142,0.22319505938457718,0.20324212149859455
2,0.3444577925095301,0.2544986943321904,0.4433416282044427,0.8813360307936717,0.8577138687696827
3,0.4757504694500735,0.5781076914670968,0.3418285614269384,0.29870410831246985,0.3787085604176921
4,0.5446966752064601,0.6655620690631543,0.5756730817629914,0.038342977230601205,0.09265221858542017
5,0.15956714015364604,0.21458960140176886,0.9610137857370245,0.9633441588465314,0.060706885703930236
6,0.8700331648853629,0.28163303350592117,0.32612301426425483,0.6945133671802576,0.43849371744118393
7,0.5446412257503302,0.4601869733573154,0.21807641106276576,0.7541724813812688,0.5141948903352365
8,0.4062734697611201,0.19041808926636627,0.30704684656365444,0.43525935320262954,0.6721548337339148
9,0.18934785937978316,0.6879111678082831,0.825186418911974,0.8172824634453207,0.7728762456462449
10,0.1585160928221251,0.35497304921265793,0.99776692770785,0.1357344852429565,0.2365905400209497
11,0.21779703508899062,0.24243655481924453,0.19934190401193275,0.22032225116035553,0.1077829846719025
12,0.815876376476782,0.953707146573968,0.15539089182094779,0.9624008933278281,0.4423513927857389
13,0.9612520523678402,0.42915738960483285,0.7738338582460248,0.7072806610498857,0.8171786536001762
14,0.80039869773138,0.3209846059732404,0.3063193708957631,0.2871731350106216,0.8510664158368725
15,0.9713018985126484,0.10901780171958542,0.4900825804198643,0.048250804332717334,0.22105044379621896
16,0.17639394372269812,0.5904399530701061,0.6612082337135451,0.3236877912398206,0.2702164730835196
17,0.1892463571066676,0.1898425589636361,0.6055507109597795,0.008015720795645498,0.860775139803834
18,0.6420788059844014,0.8390503233535904,0.8475636347001082,0.027804224062777827,0.7804902307757254
19,0.1051908820621229,0.006575943460644718,0.16457772261696269,0.5697974635134838,0.33332648640135387
20,0.2173716849831021,0.5065021086931124,0.3952718198042513,0.7960484362290454,0.403982310116354
21,0.5223478810375966,0.20971901277343563,0.18137843581183422,0.058562630341046695,0.37912037455323155
22,0.3577693936298868,0.07082964629176158,0.3814781801500716,0.9645184612687923,0.22569065756695217
23,0.8928461337385323,0.8127702463049009,0.799840166240995,0.3458194778184178,0.5860415406585376
24,0.9486122611048019,0.9872881419135984,0.7337526146941316,0.8499330986250777,0.9949155800177272
25,0.25362902571039314,0.790927705635576,0.9377180165204088,0.35154115935769015,0.8963049740404982
26,0.287267700863984,0.017697716757667514,0.8238932836775812,0.3289462832454101,0.0025664405684593383
27,0.3154168663981367,0.8970305090774533,0.5376047319471233,0.014973652257617598,0.47519285401163125
28,0.9064055839944654,0.3142082045696527,0.5522656802650102,0.8168271072122889,0.5758125443278246
29,0.8110878184219684,0.08620621775975845,0.6068946844426143,0.32935042340641774,0.1862084844091375
30,0.18164941664492595,0.9449382828027285,0.9196386601543444,0.3397264351720567,0.007706429762305733
